amfi_code,year_month,avg_nav,min_nav,max_nav,avg_return,scheme_name,fund_house,category
100025,2022-04,27.044942857142857,26.7884,27.1932,0.07200294251686147,HDFC Short Term Debt Fund - Regular - Growth,HDFC Mutual Fund,Debt
100025,2022-05,27.17522272727273,27.1011,27.2962,-0.0017735330577225566,HDFC Short Term Debt Fund - Regular - Growth,HDFC Mutual Fund,Debt
100025,2022-06,27.340618181818183,27.1425,27.494,0.052368886506274574,HDFC Short Term Debt Fund - Regular - Growth,HDFC Mutual Fund,Debt
100025,2022-07,27.513399999999997,27.2885,27.6964,-0.013818770957460138,HDFC Short Term Debt Fund - Regular - Growth,HDFC Mutual Fund,Debt
100025,2022-08,27.60015652173913,27.463,27.7744,0.01588705885301996,HDFC Short Term Debt Fund - Regular - Growth,HDFC Mutual Fund,Debt
100025,2022-09,27.50919090909091,27.2724,27.6762,-0.039200610357223706,HDFC Short Term Debt Fund - Regular - Growth,HDFC Mutual Fund,Debt
100025,2022-10,27.283914285714282,27.1295,27.4516,0.015141672414461668,HDFC Short Term Debt Fund - Regular - Growth,HDFC Mutual Fund,Debt
100025,2022-11,27.397063636363637,27.2109,27.6031,-0.008245292604751688,HDFC Short Term Debt Fund - Regular - Growth,HDFC Mutual Fund,Debt
100025,2022-12,27.475854545454546,27.2938,27.6977,0.03593233320853007,HDFC Short Term Debt Fund - Regular - Growth,HDFC Mutual Fund,Debt
100025,2023-01,27.859059090909092,27.5147,28.3296,0.13197957623294243,HDFC Short Term Debt Fund - Regular - Growth,HDFC Mutual Fund,Debt
100025,2023-02,28.135505000000002,28.0221,28.314,-0.03093657086988278,HDFC Short Term Debt Fund - Regular - Growth,HDFC Mutual Fund,Debt
100025,2023-03,28.259126086956524,27.9723,28.465,0.016043253917227215,HDFC Short Term Debt Fund - Regular - Growth,HDFC Mutual Fund,Debt
100025,2023-04,28.27325,28.1176,28.3933,0.020163957916122254,HDFC Short Term Debt Fund - Regular - Growth,HDFC Mutual Fund,Debt
100025,2023-05,28.523195652173914,28.2997,28.7494,0.018511036748489567,HDFC Short Term Debt Fund - Regular - Growth,HDFC Mutual Fund,Debt
100025,2023-06,28.22446818181818,27.6987,28.6251,-0.12702823148113954,HDFC Short Term Debt Fund - Regular - Growth,HDFC Mutual Fund,Debt
100025,2023-07,27.672461904761906,27.5108,27.8515,-0.019568622912400985,HDFC Short Term Debt Fund - Regular - Growth,HDFC Mutual Fund,Debt
100025,2023-08,28.179695652173915,27.6071,28.6114,0.12331178345805481,HDFC Short Term Debt Fund - Regular - Growth,HDFC Mutual Fund,Debt
100025,2023-09,28.54035238095238,28.4298,28.665,0.048990176398541356,HDFC Short Term Debt Fund - Regular - Growth,HDFC Mutual Fund,Debt
100025,2023-10,28.601004545454543,28.5152,28.7481,-0.023677043559787815,HDFC Short Term Debt Fund - Regular - Growth,HDFC Mutual Fund,Debt
100025,2023-11,28.5253,28.3372,28.7022,0.0057278595944767466,HDFC Short Term Debt Fund - Regular - Growth,HDFC Mutual Fund,Debt
100025,2023-12,28.3998,28.2893,28.5165,-0.02706531789272977,HDFC Short Term Debt Fund - Regular - Growth,HDFC Mutual Fund,Debt
100025,2024-01,28.617147826086956,28.4721,28.7699,0.05853810055937508,HDFC Short Term Debt Fund - Regular - Growth,HDFC Mutual Fund,Debt
100025,2024-02,28.49367142857143,28.2211,28.8278,-0.08356380817564622,HDFC Short Term Debt Fund - Regular - Growth,HDFC Mutual Fund,Debt
100025,2024-03,28.17835714285714,28.0517,28.2889,-0.018511244123320374,HDFC Short Term Debt Fund - Regular - Growth,HDFC Mutual Fund,Debt
100025,2024-04,28.11400909090909,27.8758,28.3681,0.004156807849772535,HDFC Short Term Debt Fund - Regular - Growth,HDFC Mutual Fund,Debt
100025,2024-05,28.133165217391305,27.926,28.3848,0.03170921169057961,HDFC Short Term Debt Fund - Regular - Growth,HDFC Mutual Fund,Debt
100025,2024-06,28.520245,28.2258,28.7582,0.06345633544757534,HDFC Short Term Debt Fund - Regular - Growth,HDFC Mutual Fund,Debt
100025,2024-07,28.873134782608695,28.6688,28.9516,0.024261430021020543,HDFC Short Term Debt Fund - Regular - Growth,HDFC Mutual Fund,Debt
100025,2024-08,29.023272727272726,28.8784,29.1478,0.010838900488269182,HDFC Short Term Debt Fund - Regular - Growth,HDFC Mutual Fund,Debt
100025,2024-09,29.23655238095238,29.044,29.4022,0.04141562373197579,HDFC Short Term Debt Fund - Regular - Growth,HDFC Mutual Fund,Debt
100025,2024-10,29.27596956521739,28.9967,29.4964,0.009710718760733985,HDFC Short Term Debt Fund - Regular - Growth,HDFC Mutual Fund,Debt
100025,2024-11,29.45632857142857,29.2917,29.5474,0.001057422476974104,HDFC Short Term Debt Fund - Regular - Growth,HDFC Mutual Fund,Debt
100025,2024-12,29.55945909090909,29.2373,29.8716,0.0626231935096982,HDFC Short Term Debt Fund - Regular - Growth,HDFC Mutual Fund,Debt
100025,2025-01,29.68381739130435,29.4417,29.8502,-0.037134541182368516,HDFC Short Term Debt Fund - Regular - Growth,HDFC Mutual Fund,Debt
100025,2025-02,29.848225000000003,29.5071,30.1061,0.1056314452601137,HDFC Short Term Debt Fund - Regular - Growth,HDFC Mutual Fund,Debt
100025,2025-03,30.026376190476192,29.9012,30.2263,-0.014532480819134134,HDFC Short Term Debt Fund - Regular - Growth,HDFC Mutual Fund,Debt
100025,2025-04,30.22022272727273,29.8383,30.707,0.1099941233162775,HDFC Short Term Debt Fund - Regular - Growth,HDFC Mutual Fund,Debt
100025,2025-05,30.71395909090909,30.4232,30.8049,0.008931779036468064,HDFC Short Term Debt Fund - Regular - Growth,HDFC Mutual Fund,Debt
100025,2025-06,31.031623809523808,30.756,31.2516,0.02436558757158582,HDFC Short Term Debt Fund - Regular - Growth,HDFC Mutual Fund,Debt
100025,2025-07,31.360891304347827,30.7918,31.8518,0.12231008108226589,HDFC Short Term Debt Fund - Regular - Growth,HDFC Mutual Fund,Debt
100025,2025-08,31.757342857142856,31.5041,32.098,-0.044084735499962294,HDFC Short Term Debt Fund - Regular - Growth,HDFC Mutual Fund,Debt
100025,2025-09,31.219586363636367,30.9785,31.4695,-0.007364531545363384,HDFC Short Term Debt Fund - Regular - Growth,HDFC Mutual Fund,Debt
100025,2025-10,31.655752173913044,31.4328,31.9829,0.0731375454089643,HDFC Short Term Debt Fund - Regular - Growth,HDFC Mutual Fund,Debt
100025,2025-11,32.39406,31.8841,32.6726,0.10701529979258603,HDFC Short Term Debt Fund - Regular - Growth,HDFC Mutual Fund,Debt
100025,2025-12,32.42398260869565,32.2873,32.619,-0.026329346285589385,HDFC Short Term Debt Fund - Regular - Growth,HDFC Mutual Fund,Debt
100025,2026-01,32.13111818181818,31.9706,32.288,-0.04571439301975535,HDFC Short Term Debt Fund - Regular - Growth,HDFC Mutual Fund,Debt
100025,2026-02,31.974200000000003,31.5886,32.2229,-0.08723241302267092,HDFC Short Term Debt Fund - Regular - Growth,HDFC Mutual Fund,Debt
100025,2026-03,31.565513636363633,31.2896,31.7173,0.017947968458726336,HDFC Short Term Debt Fund - Regular - Growth,HDFC Mutual Fund,Debt
100025,2026-04,31.92666363636364,31.666,32.1871,0.0547711252344485,HDFC Short Term Debt Fund - Regular - Growth,HDFC Mutual Fund,Debt
100025,2026-05,31.89084285714286,31.6652,32.0496,-0.030808747692696793,HDFC Short Term Debt Fund - Regular - Growth,HDFC Mutual Fund,Debt
100033,2022-01,104.88486666666665,102.6627,107.3758,-0.019253037917978964,HDFC Mid-Cap Opportunities Fund - Regular - Growth,HDFC Mutual Fund,Equity
100033,2022-02,106.03194,103.4831,108.8337,-0.15477017045230415,HDFC Mid-Cap Opportunities Fund - Regular - Growth,HDFC Mutual Fund,Equity
100033,2022-03,104.90156086956522,97.423,111.6641,-0.2509270801473244,HDFC Mid-Cap Opportunities Fund - Regular - Growth,HDFC Mutual Fund,Equity
100033,2022-04,96.87464761904762,95.2397,100.4489,0.06636562749194515,HDFC Mid-Cap Opportunities Fund - Regular - Growth,HDFC Mutual Fund,Equity
100033,2022-05,96.48600909090909,93.5553,98.6144,-0.10673364906730974,HDFC Mid-Cap Opportunities Fund - Regular - Growth,HDFC Mutual Fund,Equity
100033,2022-06,99.66051818181818,94.8316,107.1737,0.49639488370680723,HDFC Mid-Cap Opportunities Fund - Regular - Growth,HDFC Mutual Fund,Equity
100033,2022-07,106.49229523809524,102.2411,115.151,0.350825465568238,HDFC Mid-Cap Opportunities Fund - Regular - Growth,HDFC Mutual Fund,Equity
100033,2022-08,107.6201,102.3818,111.7737,-0.4155200870050945,HDFC Mid-Cap Opportunities Fund - Regular - Growth,HDFC Mutual Fund,Equity
100033,2022-09,106.7635409090909,103.5045,109.0404,0.1707291125313991,HDFC Mid-Cap Opportunities Fund - Regular - Growth,HDFC Mutual Fund,Equity
100033,2022-10,109.28221904761904,106.1951,112.0856,0.03862855441813502,HDFC Mid-Cap Opportunities Fund - Regular - Growth,HDFC Mutual Fund,Equity
100033,2022-11,109.53437272727273,106.0727,114.2519,0.035565348445777294,HDFC Mid-Cap Opportunities Fund - Regular - Growth,HDFC Mutual Fund,Equity
100033,2022-12,118.03484545454545,106.2683,125.3221,0.5834234829555478,HDFC Mid-Cap Opportunities Fund - Regular - Growth,HDFC Mutual Fund,Equity
100033,2023-01,128.61378636363636,122.8864,132.8931,0.31909439414331,HDFC Mid-Cap Opportunities Fund - Regular - Growth,HDFC Mutual Fund,Equity
100033,2023-02,134.554435,132.8995,138.1007,0.03625654772513644,HDFC Mid-Cap Opportunities Fund - Regular - Growth,HDFC Mutual Fund,Equity
100033,2023-03,139.83237391304348,134.4285,144.3846,0.165988882026169,HDFC Mid-Cap Opportunities Fund - Regular - Growth,HDFC Mutual Fund,Equity
100033,2023-04,138.80996,134.8228,141.9523,0.059731079021208014,HDFC Mid-Cap Opportunities Fund - Regular - Growth,HDFC Mutual Fund,Equity
100033,2023-05,146.96654782608695,141.7513,151.3009,0.22817664137841098,HDFC Mid-Cap Opportunities Fund - Regular - Growth,HDFC Mutual Fund,Equity
100033,2023-06,144.62002727272727,141.0096,148.5671,-0.10035371614519567,HDFC Mid-Cap Opportunities Fund - Regular - Growth,HDFC Mutual Fund,Equity
100033,2023-07,143.69119047619046,140.3063,147.1396,-0.002626773278114331,HDFC Mid-Cap Opportunities Fund - Regular - Growth,HDFC Mutual Fund,Equity
100033,2023-08,141.92411304347826,139.363,144.5354,-0.03569953267180442,HDFC Mid-Cap Opportunities Fund - Regular - Growth,HDFC Mutual Fund,Equity
100033,2023-09,148.5985238095238,144.5564,155.6356,0.34797773646856855,HDFC Mid-Cap Opportunities Fund - Regular - Growth,HDFC Mutual Fund,Equity
100033,2023-10,154.53671818181817,149.9818,158.0034,-0.08109968831788868,HDFC Mid-Cap Opportunities Fund - Regular - Growth,HDFC Mutual Fund,Equity
100033,2023-11,156.56852272727272,147.7257,164.3838,0.40292169209377776,HDFC Mid-Cap Opportunities Fund - Regular - Growth,HDFC Mutual Fund,Equity
100033,2023-12,166.59260476190477,159.3612,172.862,0.17362756378237262,HDFC Mid-Cap Opportunities Fund - Regular - Growth,HDFC Mutual Fund,Equity
100033,2024-01,168.2845608695652,164.3576,173.5293,-0.016651739854759495,HDFC Mid-Cap Opportunities Fund - Regular - Growth,HDFC Mutual Fund,Equity
100033,2024-02,171.09624285714284,166.623,177.8014,0.10824519564349133,HDFC Mid-Cap Opportunities Fund - Regular - Growth,HDFC Mutual Fund,Equity
100033,2024-03,176.01628571428571,167.3066,183.3159,0.24949343479236044,HDFC Mid-Cap Opportunities Fund - Regular - Growth,HDFC Mutual Fund,Equity
100033,2024-04,178.14200454545454,172.2063,185.0779,-0.18794035762432362,HDFC Mid-Cap Opportunities Fund - Regular - Growth,HDFC Mutual Fund,Equity
100033,2024-05,188.12034347826085,176.9684,200.0622,0.5497399672939023,HDFC Mid-Cap Opportunities Fund - Regular - Growth,HDFC Mutual Fund,Equity
100033,2024-06,201.34054,190.5088,213.7112,0.2806515895057099,HDFC Mid-Cap Opportunities Fund - Regular - Growth,HDFC Mutual Fund,Equity
100033,2024-07,216.43421304347825,206.7047,222.175,0.2835139386558786,HDFC Mid-Cap Opportunities Fund - Regular - Growth,HDFC Mutual Fund,Equity
100033,2024-08,226.89770454545453,220.8089,233.9016,0.26646732408074864,HDFC Mid-Cap Opportunities Fund - Regular - Growth,HDFC Mutual Fund,Equity
100033,2024-09,232.3170380952381,225.5205,240.2657,0.010933937808619933,HDFC Mid-Cap Opportunities Fund - Regular - Growth,HDFC Mutual Fund,Equity
100033,2024-10,246.7036347826087,237.2095,255.5729,0.3446300418317317,HDFC Mid-Cap Opportunities Fund - Regular - Growth,HDFC Mutual Fund,Equity
100033,2024-11,240.72367619047617,234.2063,251.1777,-0.2501106047936614,HDFC Mid-Cap Opportunities Fund - Regular - Growth,HDFC Mutual Fund,Equity
100033,2024-12,247.65950454545455,240.4008,255.4017,0.10241615531062913,HDFC Mid-Cap Opportunities Fund - Regular - Growth,HDFC Mutual Fund,Equity
100033,2025-01,248.5486,242.638,255.5938,-0.03809307653095395,HDFC Mid-Cap Opportunities Fund - Regular - Growth,HDFC Mutual Fund,Equity
100033,2025-02,233.48098,227.4565,242.1923,-0.28559316869913864,HDFC Mid-Cap Opportunities Fund - Regular - Growth,HDFC Mutual Fund,Equity
100033,2025-03,224.26595238095237,218.0498,228.119,-0.07775673615094784,HDFC Mid-Cap Opportunities Fund - Regular - Growth,HDFC Mutual Fund,Equity
100033,2025-04,223.6693909090909,219.4677,227.4212,0.008039841871398966,HDFC Mid-Cap Opportunities Fund - Regular - Growth,HDFC Mutual Fund,Equity
100033,2025-05,221.4230590909091,215.7615,228.8899,-0.036425132783643226,HDFC Mid-Cap Opportunities Fund - Regular - Growth,HDFC Mutual Fund,Equity
100033,2025-06,229.6619714285714,225.6396,234.0369,0.1352150649161953,HDFC Mid-Cap Opportunities Fund - Regular - Growth,HDFC Mutual Fund,Equity
100033,2025-07,235.9019347826087,226.3653,247.3029,0.3367091958279715,HDFC Mid-Cap Opportunities Fund - Regular - Growth,HDFC Mutual Fund,Equity
100033,2025-08,258.76479047619046,246.8032,272.531,0.3577141373905851,HDFC Mid-Cap Opportunities Fund - Regular - Growth,HDFC Mutual Fund,Equity
100033,2025-09,259.5377,249.818,271.7808,-0.11379446192531098,HDFC Mid-Cap Opportunities Fund - Regular - Growth,HDFC Mutual Fund,Equity
100033,2025-10,264.6949260869565,259.5848,272.1043,0.14916216784718908,HDFC Mid-Cap Opportunities Fund - Regular - Growth,HDFC Mutual Fund,Equity
100033,2025-11,259.14771,252.8949,269.4549,-0.0860542129667308,HDFC Mid-Cap Opportunities Fund - Regular - Growth,HDFC Mutual Fund,Equity
100033,2025-12,273.92541739130434,259.8791,287.7402,0.32751478838373155,HDFC Mid-Cap Opportunities Fund - Regular - Growth,HDFC Mutual Fund,Equity
100033,2026-01,295.33392272727275,282.5751,315.0385,0.4836468821967588,HDFC Mid-Cap Opportunities Fund - Regular - Growth,HDFC Mutual Fund,Equity
100033,2026-02,329.923585,317.9584,347.7205,0.426303089488499,HDFC Mid-Cap Opportunities Fund - Regular - Growth,HDFC Mutual Fund,Equity
100033,2026-03,340.68467727272724,332.0001,345.9163,0.02926722994793188,HDFC Mid-Cap Opportunities Fund - Regular - Growth,HDFC Mutual Fund,Equity
100033,2026-04,359.2601045454545,346.2639,367.6979,0.2005798372615497,HDFC Mid-Cap Opportunities Fund - Regular - Growth,HDFC Mutual Fund,Equity
100033,2026-05,351.2721952380952,341.0618,357.7158,-0.2190501816768471,HDFC Mid-Cap Opportunities Fund - Regular - Growth,HDFC Mutual Fund,Equity
101206,2022-01,310.2721952380952,304.048,316.4175,0.11204086951964562,ABSL Frontline Equity Fund - Regular - Growth,Aditya Birla Sun Life MF,Equity
101206,2022-02,311.16718000000003,306.0803,317.8419,-0.019213270997251987,ABSL Frontline Equity Fund - Regular - Growth,Aditya Birla Sun Life MF,Equity
101206,2022-03,305.8102913043478,300.7579,311.0737,-0.0907302385912822,ABSL Frontline Equity Fund - Regular - Growth,Aditya Birla Sun Life MF,Equity
101206,2022-04,307.3697904761905,300.9607,313.5714,0.056965830806778237,ABSL Frontline Equity Fund - Regular - Growth,Aditya Birla Sun Life MF,Equity
101206,2022-05,306.4016045454545,297.0795,315.7377,-0.027959960516980232,ABSL Frontline Equity Fund - Regular - Growth,Aditya Birla Sun Life MF,Equity
101206,2022-06,315.3871681818182,306.2298,320.2782,0.16761167650224695,ABSL Frontline Equity Fund - Regular - Growth,Aditya Birla Sun Life MF,Equity
101206,2022-07,325.49259047619046,317.5828,333.2879,0.15933779420887076,ABSL Frontline Equity Fund - Regular - Growth,Aditya Birla Sun Life MF,Equity
101206,2022-08,329.82252608695654,320.3413,336.8708,0.10775919358803066,ABSL Frontline Equity Fund - Regular - Growth,Aditya Birla Sun Life MF,Equity
101206,2022-09,320.10428636363633,303.1565,333.1313,-0.4401398944296929,ABSL Frontline Equity Fund - Regular - Growth,Aditya Birla Sun Life MF,Equity
101206,2022-10,310.2841285714286,300.9477,327.3406,0.37023136250200006,ABSL Frontline Equity Fund - Regular - Growth,Aditya Birla Sun Life MF,Equity
101206,2022-11,329.81880454545455,320.168,342.7675,0.16911748191973536,ABSL Frontline Equity Fund - Regular - Growth,Aditya Birla Sun Life MF,Equity
101206,2022-12,341.2585136363636,333.6511,346.4641,0.018164326483899314,ABSL Frontline Equity Fund - Regular - Growth,Aditya Birla Sun Life MF,Equity
101206,2023-01,346.51038636363637,337.9849,357.283,0.19387702482319283,ABSL Frontline Equity Fund - Regular - Growth,Aditya Birla Sun Life MF,Equity
101206,2023-02,353.16641,347.7055,363.5513,0.12104764232890697,ABSL Frontline Equity Fund - Regular - Growth,Aditya Birla Sun Life MF,Equity
101206,2023-03,350.66831304347824,343.4145,359.4879,-0.19923745058031359,ABSL Frontline Equity Fund - Regular - Growth,Aditya Birla Sun Life MF,Equity
101206,2023-04,359.56236,347.6599,370.0026,0.08624633837748752,ABSL Frontline Equity Fund - Regular - Growth,Aditya Birla Sun Life MF,Equity
101206,2023-05,364.01781739130433,353.1202,369.4757,0.08878940923939381,ABSL Frontline Equity Fund - Regular - Growth,Aditya Birla Sun Life MF,Equity
101206,2023-06,338.60280454545455,330.9035,356.2743,-0.35255049550593065,ABSL Frontline Equity Fund - Regular - Growth,Aditya Birla Sun Life MF,Equity
101206,2023-07,336.3952761904762,328.2234,344.3856,0.07835938440177052,ABSL Frontline Equity Fund - Regular - Growth,Aditya Birla Sun Life MF,Equity
101206,2023-08,343.4518347826087,333.6449,350.9229,0.046065390096562256,ABSL Frontline Equity Fund - Regular - Growth,Aditya Birla Sun Life MF,Equity
101206,2023-09,356.94960476190477,341.6198,371.2147,0.39221533893322275,ABSL Frontline Equity Fund - Regular - Growth,Aditya Birla Sun Life MF,Equity
101206,2023-10,379.15757272727274,364.6572,387.9518,-0.05611179711248771,ABSL Frontline Equity Fund - Regular - Growth,Aditya Birla Sun Life MF,Equity
101206,2023-11,377.4879045454545,366.0868,392.2664,0.3350016698880944,ABSL Frontline Equity Fund - Regular - Growth,Aditya Birla Sun Life MF,Equity
101206,2023-12,384.29516666666666,377.5134,390.5717,-0.06215586329331962,ABSL Frontline Equity Fund - Regular - Growth,Aditya Birla Sun Life MF,Equity
